"Day","Items","Note","Amount"
"72","Rental Expense","Cash Payment - RentalChicago","(1480)"
"72","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"72","Rental Expense","Cash Payment - RentalMiami","(1200)"
"71","Human Resource Expense","Counselled","(2000)"
"71","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"71","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"71","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"71","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"71","Salary Expense","Cash Payment - Salary Expense","(27263)"
"71","Retail","Revenue - Retail Sales New York - Mouthwash","13986"
"71","Retail","Revenue - Retail Sales New York - Body Wash","15088"
"71","Retail","Revenue - Retail Sales New York - Shampoo","27145"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1568"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2604"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1952"
"71","Retail","Revenue - Retail Sales Chicago - Mouthwash","5152"
"71","Retail","Revenue - Retail Sales Chicago - Body Wash","6486"
"71","Retail","Revenue - Retail Sales Chicago - Shampoo","5452"
"71","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1175"
"71","Retail","Revenue - Retail Sales San Francisco - Body Wash","1224"
"71","Retail","Revenue - Retail Sales San Francisco - Shampoo","1440"
"71","Rental Expense","Cash Payment - RentalNew York","(8040)"
"71","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(705)"
"71","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"71","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"71","Rental Expense","Cash Payment - RentalChicago","(1480)"
"71","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"71","Rental Expense","Cash Payment - RentalMiami","(1200)"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12393","(76800)"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12393","(89600)"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12393","(144000)"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12393","(180000)"
"70","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 12393","(512000)"
"70","Human Resource Expense","Attended Training","(15000)"
"70","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"70","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"70","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"70","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"70","Salary Expense","Cash Payment - Salary Expense","(27263)"
"70","Retail","Revenue - Retail Sales New York - Mouthwash","12894"
"70","Retail","Revenue - Retail Sales New York - Body Wash","15088"
"70","Retail","Revenue - Retail Sales New York - Shampoo","26352"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1519"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2394"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1952"
"70","Retail","Revenue - Retail Sales Chicago - Mouthwash","5060"
"70","Retail","Revenue - Retail Sales Chicago - Body Wash","6345"
"70","Retail","Revenue - Retail Sales Chicago - Shampoo","5104"
"70","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1175"
"70","Retail","Revenue - Retail Sales San Francisco - Body Wash","1275"
"70","Retail","Revenue - Retail Sales San Francisco - Shampoo","1380"
"70","Rental Expense","Cash Payment - RentalNew York","(8040)"
"70","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(699)"
"70","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"70","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"70","Rental Expense","Cash Payment - RentalChicago","(1480)"
"70","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"70","Rental Expense","Cash Payment - RentalMiami","(1200)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12231","(120000)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12231","(136000)"
"69","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12231","(183920)"
"69","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"69","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"69","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"69","Salary Expense","Cash Payment - Salary Expense","(26343)"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 12003","(300)"
"69","Sales E Commerce","Revenue - E-Commerce Sales","14045"
"69","Retail","Revenue - Retail Sales New York - Mouthwash","13566"
"69","Retail","Revenue - Retail Sales New York - Body Wash","14186"
"69","Retail","Revenue - Retail Sales New York - Shampoo","27023"
"69","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1323"
"69","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2100"
"69","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1708"
"69","Retail","Revenue - Retail Sales Chicago - Mouthwash","5244"
"69","Retail","Revenue - Retail Sales Chicago - Body Wash","6251"
"69","Retail","Revenue - Retail Sales Chicago - Shampoo","5220"
"69","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1128"
"69","Retail","Revenue - Retail Sales San Francisco - Body Wash","1224"
"69","Retail","Revenue - Retail Sales San Francisco - Shampoo","1380"
"69","Services","Revenue - Service Sales Order ID: 11033","206100"
"69","Rental Expense","Cash Payment - RentalNew York","(8040)"
"69","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(39)"
"69","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"69","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"69","Rental Expense","Cash Payment - RentalChicago","(1480)"
"69","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"69","Rental Expense","Cash Payment - RentalMiami","(1200)"
"68","Wholesales (B2B)","Revenue - B2B SO ID: 10999","265000"
"68","Wholesales (B2B)","Revenue - B2B SO ID: 11182","63000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"68","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"68","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"68","Salary Expense","Cash Payment - Salary Expense","(26343)"
"68","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11629","(200)"
"68","Sales E Commerce","Revenue - E-Commerce Sales","10697"
"68","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11814","(200)"
"68","Sales E Commerce","Revenue - E-Commerce Sales","9791"
"68","Retail","Revenue - Retail Sales New York - Mouthwash","13818"
"68","Retail","Revenue - Retail Sales New York - Body Wash","15498"
"68","Retail","Revenue - Retail Sales New York - Shampoo","25742"
"68","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1274"
"68","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2016"
"68","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1708"
"68","Retail","Revenue - Retail Sales Chicago - Mouthwash","5290"
"68","Retail","Revenue - Retail Sales Chicago - Body Wash","6909"
"68","Retail","Revenue - Retail Sales Chicago - Shampoo","5162"
"68","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1128"
"68","Retail","Revenue - Retail Sales San Francisco - Body Wash","1224"
"68","Retail","Revenue - Retail Sales San Francisco - Shampoo","1380"
"68","Rental Expense","Cash Payment - RentalNew York","(8040)"
"68","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(48)"
"68","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"68","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"68","Rental Expense","Cash Payment - RentalChicago","(1480)"
"68","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"68","Rental Expense","Cash Payment - RentalMiami","(1200)"
"67","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"67","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"67","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"67","Salary Expense","Cash Payment - Salary Expense","(26343)"
"67","Shipping Expense","Cash Payment - Move Stock ID: 11024","(10860)"
"67","Retail","Revenue - Retail Sales New York - Mouthwash","14196"
"67","Retail","Revenue - Retail Sales New York - Body Wash","15744"
"67","Retail","Revenue - Retail Sales New York - Shampoo","28942"
"67","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1764"
"67","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2226"
"67","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2090"
"67","Retail","Revenue - Retail Sales Chicago - Mouthwash","6080"
"67","Retail","Revenue - Retail Sales Chicago - Body Wash","7626"
"67","Retail","Revenue - Retail Sales Chicago - Shampoo","8256"
"67","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1435"
"67","Retail","Revenue - Retail Sales San Francisco - Body Wash","1927"
"67","Retail","Revenue - Retail Sales San Francisco - Shampoo","1815"
"67","Rental Expense","Cash Payment - RentalNew York","(8040)"
"67","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(405)"
"67","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"67","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"67","Rental Expense","Cash Payment - RentalChicago","(1480)"
"67","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"67","Rental Expense","Cash Payment - RentalMiami","(1200)"
"66","Human Resource Expense","Attended Training","(15000)"
"66","Wholesales (B2B)","Revenue - B2B SO ID: 10399","236280"
"66","Wholesales (B2B)","Revenue - B2B SO ID: 10227","128150"
"66","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"66","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"66","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"66","Salary Expense","Cash Payment - Salary Expense","(26343)"
"66","Retail","Revenue - Retail Sales New York - Mouthwash","9492"
"66","Retail","Revenue - Retail Sales New York - Body Wash","9594"
"66","Retail","Revenue - Retail Sales New York - Shampoo","17980"
"66","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","924"
"66","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1050"
"66","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1485"
"66","Retail","Revenue - Retail Sales Chicago - Mouthwash","3480"
"66","Retail","Revenue - Retail Sales Chicago - Body Wash","4715"
"66","Retail","Revenue - Retail Sales Chicago - Shampoo","4644"
"66","Retail","Revenue - Retail Sales San Francisco - Mouthwash","902"
"66","Retail","Revenue - Retail Sales San Francisco - Body Wash","1148"
"66","Retail","Revenue - Retail Sales San Francisco - Shampoo","935"
"66","Rental Expense","Cash Payment - RentalNew York","(8040)"
"66","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2880)"
"66","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"66","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"66","Rental Expense","Cash Payment - RentalChicago","(1480)"
"66","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"66","Rental Expense","Cash Payment - RentalMiami","(1200)"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"65","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11178","(38100)"
"65","Human Resource Expense","Attended Training","(15000)"
"65","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"65","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"65","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"65","Salary Expense","Cash Payment - Salary Expense","(26343)"
"65","Retail","Revenue - Retail Sales New York - Mouthwash","7812"
"65","Retail","Revenue - Retail Sales New York - Body Wash","9881"
"65","Retail","Revenue - Retail Sales New York - Shampoo","21170"
"65","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","882"
"65","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1050"
"65","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1485"
"65","Retail","Revenue - Retail Sales Chicago - Mouthwash","3480"
"65","Retail","Revenue - Retail Sales Chicago - Body Wash","5125"
"65","Retail","Revenue - Retail Sales Chicago - Shampoo","5117"
"65","Retail","Revenue - Retail Sales San Francisco - Mouthwash","779"
"65","Retail","Revenue - Retail Sales San Francisco - Body Wash","1189"
"65","Retail","Revenue - Retail Sales San Francisco - Shampoo","935"
"65","Rental Expense","Cash Payment - RentalNew York","(8040)"
"65","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3207)"
"65","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"65","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"65","Rental Expense","Cash Payment - RentalChicago","(1480)"
"65","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"65","Rental Expense","Cash Payment - RentalMiami","(1200)"
"64","Human Resource Expense","Attended Training","(15000)"
"64","Human Resource Expense","Attended Training","(15000)"
"64","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"64","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"64","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"64","Salary Expense","Cash Payment - Salary Expense","(25257)"
"64","Retail","Revenue - Retail Sales New York - Mouthwash","8106"
"64","Retail","Revenue - Retail Sales New York - Body Wash","8569"
"64","Retail","Revenue - Retail Sales New York - Shampoo","17458"
"64","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1008"
"64","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","966"
"64","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1100"
"64","Retail","Revenue - Retail Sales Chicago - Mouthwash","3480"
"64","Retail","Revenue - Retail Sales Chicago - Shampoo","4601"
"64","Retail","Revenue - Retail Sales San Francisco - Mouthwash","615"
"64","Retail","Revenue - Retail Sales San Francisco - Body Wash","943"
"64","Retail","Revenue - Retail Sales San Francisco - Shampoo","880"
"64","Rental Expense","Cash Payment - RentalNew York","(8040)"
"64","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3207)"
"64","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"64","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"64","Rental Expense","Cash Payment - RentalChicago","(1480)"
"64","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"64","Rental Expense","Cash Payment - RentalMiami","(1200)"
"63","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"63","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"63","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"63","Salary Expense","Cash Payment - Salary Expense","(25257)"
"63","Retail","Revenue - Retail Sales New York - Mouthwash","7686"
"63","Retail","Revenue - Retail Sales New York - Body Wash","7544"
"63","Retail","Revenue - Retail Sales New York - Shampoo","16298"
"63","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","798"
"63","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","756"
"63","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","770"
"63","Retail","Revenue - Retail Sales Chicago - Mouthwash","3320"
"63","Retail","Revenue - Retail Sales Chicago - Shampoo","5547"
"63","Retail","Revenue - Retail Sales San Francisco - Mouthwash","533"
"63","Retail","Revenue - Retail Sales San Francisco - Body Wash","656"
"63","Retail","Revenue - Retail Sales San Francisco - Shampoo","825"
"63","Services","Revenue - Service Sales Order ID: 10232","161800"
"63","Rental Expense","Cash Payment - RentalNew York","(8040)"
"63","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3210)"
"63","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"63","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"63","Rental Expense","Cash Payment - RentalChicago","(1480)"
"63","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"63","Rental Expense","Cash Payment - RentalMiami","(1200)"
"62","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"62","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"62","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"62","Salary Expense","Cash Payment - Salary Expense","(25257)"
"62","Retail","Revenue - Retail Sales New York - Mouthwash","9030"
"62","Retail","Revenue - Retail Sales New York - Body Wash","8815"
"62","Retail","Revenue - Retail Sales New York - Shampoo","18154"
"62","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","756"
"62","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","714"
"62","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","715"
"62","Retail","Revenue - Retail Sales Chicago - Mouthwash","3720"
"62","Retail","Revenue - Retail Sales Chicago - Shampoo","4515"
"62","Retail","Revenue - Retail Sales San Francisco - Mouthwash","615"
"62","Retail","Revenue - Retail Sales San Francisco - Body Wash","820"
"62","Retail","Revenue - Retail Sales San Francisco - Shampoo","715"
"62","Rental Expense","Cash Payment - RentalNew York","(8040)"
"62","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3207)"
"62","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"62","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"62","Rental Expense","Cash Payment - RentalChicago","(1480)"
"62","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"62","Rental Expense","Cash Payment - RentalMiami","(1200)"
"61","Wholesales (B2B)","Revenue - B2B SO ID: 9603","217267"
"61","Human Resource Expense","Cash Payment - Staff Recruiting - Miami","(60000)"
"61","Human Resource Expense","Counselled","(2000)"
"61","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"61","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"61","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"61","Salary Expense","Cash Payment - Salary Expense","(25257)"
"61","Retail","Revenue - Retail Sales New York - Mouthwash","8400"
"61","Retail","Revenue - Retail Sales New York - Body Wash","8815"
"61","Retail","Revenue - Retail Sales New York - Shampoo","16472"
"61","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","588"
"61","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","672"
"61","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","660"
"61","Retail","Revenue - Retail Sales Chicago - Mouthwash","3320"
"61","Retail","Revenue - Retail Sales Chicago - Shampoo","5160"
"61","Retail","Revenue - Retail Sales San Francisco - Mouthwash","533"
"61","Retail","Revenue - Retail Sales San Francisco - Body Wash","902"
"61","Retail","Revenue - Retail Sales San Francisco - Shampoo","605"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(2368)"
"61","Rental Expense","Cash Payment - RentalNew York","(2680)"
"61","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3198)"
"61","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"61","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"61","Rental Expense","Cash Payment - RentalChicago","(1480)"
"61","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"61","Rental Expense","Cash Payment - RentalMiami","(1200)"
"60","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"60","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"60","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"60","Salary Expense","Cash Payment - Salary Expense","(23857)"
"60","Retail","Revenue - Retail Sales New York - Mouthwash","8064"
"60","Retail","Revenue - Retail Sales New York - Body Wash","9881"
"60","Retail","Revenue - Retail Sales New York - Shampoo","20790"
"60","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","630"
"60","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","924"
"60","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1050"
"60","Retail","Revenue - Retail Sales Chicago - Mouthwash","2920"
"60","Retail","Revenue - Retail Sales Chicago - Shampoo","4859"
"60","Retail","Revenue - Retail Sales San Francisco - Mouthwash","533"
"60","Retail","Revenue - Retail Sales San Francisco - Body Wash","943"
"60","Retail","Revenue - Retail Sales San Francisco - Shampoo","1050"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(2590)"
"60","Rental Expense","Cash Payment - RentalNew York","(2680)"
"60","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3351)"
"60","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"60","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"60","Rental Expense","Cash Payment - RentalChicago","(1480)"
"60","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"59","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10223","(22890)"
"59","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10223","(19470)"
"59","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10223","(194040)"
"59","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"59","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"59","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"59","Salary Expense","Cash Payment - Salary Expense","(22977)"
"59","Retail","Revenue - Retail Sales New York - Mouthwash","6552"
"59","Retail","Revenue - Retail Sales New York - Body Wash","9143"
"59","Retail","Revenue - Retail Sales New York - Shampoo","20412"
"59","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","588"
"59","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","840"
"59","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1176"
"59","Retail","Revenue - Retail Sales Chicago - Mouthwash","3000"
"59","Retail","Revenue - Retail Sales Chicago - Shampoo","5461"
"59","Retail","Revenue - Retail Sales San Francisco - Mouthwash","656"
"59","Retail","Revenue - Retail Sales San Francisco - Body Wash","902"
"59","Retail","Revenue - Retail Sales San Francisco - Shampoo","1008"
"59","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(2812)"
"59","Rental Expense","Cash Payment - RentalNew York","(2680)"
"59","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3348)"
"59","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"59","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"59","Rental Expense","Cash Payment - RentalChicago","(1480)"
