"Day","Items","Note","Amount"
"28","Rental Expense","Cash Payment - RentalDetroit","(600)"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(994)"
"28","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(780)"
"28","Rental Expense","Cash Payment - RentalChicago","(1480)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(300)"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"27","Salary Expense","Cash Payment - Salary Expense","(19650)"
"27","Retail","Revenue - Retail Sales New York - Mouthwash","17120"
"27","Retail","Revenue - Retail Sales New York - Body Wash","16863"
"27","Retail","Revenue - Retail Sales New York - Shampoo","41125"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1568"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1716"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2244"
"27","Retail","Revenue - Retail Sales Chicago - Mouthwash","8010"
"27","Retail","Revenue - Retail Sales Chicago - Shampoo","10220"
"27","Rental Expense","Cash Payment - RentalNew York","(2680)"
"27","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1854)"
"27","Rental Expense","Cash Payment - RentalDetroit","(600)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(994)"
"27","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(858)"
"27","Rental Expense","Cash Payment - RentalChicago","(1480)"
"26","Wholesales (B2B)","Revenue - B2B SO ID: 3135","668568"
"26","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(300)"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"26","Salary Expense","Cash Payment - Salary Expense","(19650)"
"26","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:3995","(5080)"
"26","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:4019","(7526)"
"26","Retail","Revenue - Retail Sales New York - Mouthwash","16960"
"26","Retail","Revenue - Retail Sales New York - Body Wash","17226"
"26","Retail","Revenue - Retail Sales New York - Shampoo","41230"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1600"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1914"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2142"
"26","Retail","Revenue - Retail Sales Chicago - Mouthwash","7620"
"26","Retail","Revenue - Retail Sales Chicago - Shampoo","9695"
"26","Rental Expense","Cash Payment - RentalNew York","(2680)"
"26","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1854)"
"26","Rental Expense","Cash Payment - RentalDetroit","(600)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(994)"
"26","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(936)"
"26","Rental Expense","Cash Payment - RentalChicago","(1480)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(300)"
"25","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"25","Overdraft","","1250000"
"25","Salary Expense","Cash Payment - Salary Expense","(20036)"
"25","Retail","Revenue - Retail Sales New York - Mouthwash","16096"
"25","Overdraft","Repayment","(625000)"
"25","Retail","Revenue - Retail Sales New York - Body Wash","17391"
"25","Retail","Revenue - Retail Sales New York - Shampoo","38360"
"25","Overdraft","Repayment","(625000)"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2848"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3366"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3808"
"25","Retail","Revenue - Retail Sales Chicago - Mouthwash","7530"
"25","Retail","Revenue - Retail Sales Chicago - Shampoo","9695"
"25","Services","Revenue - Service Sales Order ID: 3100","137300"
"25","Rental Expense","Cash Payment - RentalNew York","(2680)"
"25","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2163)"
"25","Rental Expense","Cash Payment - RentalDetroit","(600)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(994)"
"25","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1014)"
"25","Rental Expense","Cash Payment - RentalChicago","(1480)"
"24","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"24","Salary Expense","Cash Payment - Salary Expense","(20036)"
"24","Retail","Revenue - Retail Sales New York - Mouthwash","17792"
"24","Retail","Revenue - Retail Sales New York - Body Wash","16863"
"24","Retail","Revenue - Retail Sales New York - Shampoo","37800"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2976"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3366"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3808"
"24","Retail","Revenue - Retail Sales Chicago - Mouthwash","7470"
"24","Retail","Revenue - Retail Sales Chicago - Shampoo","10080"
"24","Overdraft","Repayment","(625000)"
"24","Rental Expense","Cash Payment - RentalNew York","(2680)"
"24","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2163)"
"24","Rental Expense","Cash Payment - RentalDetroit","(600)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1136)"
"24","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1092)"
"24","Rental Expense","Cash Payment - RentalChicago","(1480)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"23","Salary Expense","Cash Payment - Salary Expense","(19686)"
"23","Retail","Revenue - Retail Sales New York - Mouthwash","17472"
"23","Retail","Revenue - Retail Sales New York - Body Wash","17952"
"23","Retail","Revenue - Retail Sales New York - Shampoo","38570"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2976"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3234"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3842"
"23","Retail","Revenue - Retail Sales Chicago - Mouthwash","7470"
"23","Retail","Revenue - Retail Sales Chicago - Body Wash","5148"
"23","Retail","Revenue - Retail Sales Chicago - Shampoo","10395"
"23","Interest Expense","Cash Payment - Interest - For Overdraft","(1027)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(296)"
"23","Rental Expense","Cash Payment - RentalNew York","(2680)"
"23","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2163)"
"23","Rental Expense","Cash Payment - RentalDetroit","(600)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1207)"
"23","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1131)"
"23","Rental Expense","Cash Payment - RentalChicago","(1480)"
"22","Wholesales (B2B)","Revenue - B2B SO ID: 2559","781900"
"22","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"22","Salary Expense","Cash Payment - Salary Expense","(19686)"
"22","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3106","(200)"
"22","Sales E Commerce","Revenue - E-Commerce Sales","10670"
"22","Overdraft","Repayment","(625000)"
"22","Retail","Revenue - Retail Sales New York - Mouthwash","16800"
"22","Retail","Revenue - Retail Sales New York - Body Wash","16896"
"22","Retail","Revenue - Retail Sales New York - Shampoo","35525"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2880"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3168"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3842"
"22","Retail","Revenue - Retail Sales Chicago - Mouthwash","8010"
"22","Retail","Revenue - Retail Sales Chicago - Body Wash","9570"
"22","Retail","Revenue - Retail Sales Chicago - Shampoo","10920"
"22","Interest Expense","Cash Payment - Interest - For Overdraft","(1027)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(814)"
"22","Rental Expense","Cash Payment - RentalNew York","(2680)"
"22","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2163)"
"22","Rental Expense","Cash Payment - RentalDetroit","(600)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1278)"
"22","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1248)"
"22","Rental Expense","Cash Payment - RentalChicago","(1480)"
"21","Human Resource Expense","Staff Transfer","(15000)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"21","Salary Expense","Cash Payment - Salary Expense","(19686)"
"21","Retail","Revenue - Retail Sales New York - Mouthwash","17472"
"21","Retail","Revenue - Retail Sales New York - Body Wash","16830"
"21","Retail","Revenue - Retail Sales New York - Shampoo","35910"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3008"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3267"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4080"
"21","Retail","Revenue - Retail Sales Chicago - Mouthwash","7800"
"21","Retail","Revenue - Retail Sales Chicago - Body Wash","9108"
"21","Retail","Revenue - Retail Sales Chicago - Shampoo","10815"
"21","Interest Expense","Cash Payment - Interest - For Overdraft","(2055)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1332)"
"21","Rental Expense","Cash Payment - RentalNew York","(2680)"
"21","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2520)"
"21","Rental Expense","Cash Payment - RentalDetroit","(600)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1349)"
"21","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1326)"
"21","Rental Expense","Cash Payment - RentalChicago","(1480)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2381","(684000)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2726","(18300)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2726","(149600)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2726","(21470)"
"20","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2744","(45120)"
"20","Wholesales (B2B)","Revenue - B2B SO ID: 2190","433119"
"20","Human Resource Expense","Counselled","(2000)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2942","(756000)"
"20","Overdraft","","1250000"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2942","(913920)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2942","(1057920)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"20","Salary Expense","Cash Payment - Salary Expense","(19686)"
"20","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2622","(300)"
"20","Sales E Commerce","Revenue - E-Commerce Sales","16315"
"20","Retail","Revenue - Retail Sales New York - Mouthwash","17440"
"20","Retail","Revenue - Retail Sales New York - Body Wash","17853"
"20","Retail","Revenue - Retail Sales New York - Shampoo","38220"
"20","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2784"
"20","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3333"
"20","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4182"
"20","Retail","Revenue - Retail Sales Chicago - Mouthwash","7320"
"20","Retail","Revenue - Retail Sales Chicago - Body Wash","10032"
"20","Retail","Revenue - Retail Sales Chicago - Shampoo","10605"
"20","Interest Expense","Cash Payment - Interest - For Overdraft","(2055)"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1850)"
"20","Rental Expense","Cash Payment - RentalNew York","(2680)"
"20","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2502)"
"20","Rental Expense","Cash Payment - RentalDetroit","(600)"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1420)"
"20","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1443)"
"20","Rental Expense","Cash Payment - RentalChicago","(1480)"
"19","Wholesales (B2B)","Revenue - B2B SO ID: 1851","709446"
"19","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"19","Salary Expense","Cash Payment - Salary Expense","(18768)"
"19","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2548","(300)"
"19","Sales E Commerce","Revenue - E-Commerce Sales","14679"
"19","Retail","Revenue - Retail Sales New York - Mouthwash","17952"
"19","Retail","Revenue - Retail Sales New York - Shampoo","37905"
"19","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2976"
"19","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3465"
"19","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4352"
"19","Retail","Revenue - Retail Sales Chicago - Mouthwash","7950"
"19","Retail","Revenue - Retail Sales Chicago - Body Wash","9372"
"19","Retail","Revenue - Retail Sales Chicago - Shampoo","11375"
"19","Rental Expense","Cash Payment - RentalNew York","(2680)"
"19","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(315)"
"19","Rental Expense","Cash Payment - RentalDetroit","(600)"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1491)"
"19","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1716)"
"19","Rental Expense","Cash Payment - RentalChicago","(1480)"
"18","Human Resource Expense","Staff Transfer","(15000)"
"18","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"18","Salary Expense","Cash Payment - Salary Expense","(19136)"
"18","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2368","(400)"
"18","Sales E Commerce","Revenue - E-Commerce Sales","21033"
"18","Shipping Expense","Cash Payment - Move Stock ID: 2191","(8885)"
"18","Retail","Revenue - Retail Sales New York - Mouthwash","17120"
"18","Retail","Revenue - Retail Sales New York - Shampoo","39795"
"18","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2944"
"18","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3234"
"18","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4148"
"18","Retail","Revenue - Retail Sales Chicago - Mouthwash","7410"
"18","Retail","Revenue - Retail Sales Chicago - Body Wash","9075"
"18","Retail","Revenue - Retail Sales Chicago - Shampoo","10710"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(370)"
"18","Rental Expense","Cash Payment - RentalNew York","(2680)"
"18","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(696)"
"18","Rental Expense","Cash Payment - RentalDetroit","(600)"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1562)"
"18","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1833)"
"18","Rental Expense","Cash Payment - RentalChicago","(1480)"
"17","Human Resource Expense","Counselled","(2000)"
"17","Wholesales (B2B)","Revenue - B2B SO ID: 1509","1086650"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"17","Salary Expense","Cash Payment - Salary Expense","(19136)"
"17","Shipping Expense","Cash Payment - Move Stock ID: 1651","(8885)"
"17","Retail","Revenue - Retail Sales New York - Mouthwash","16768"
"17","Overdraft","Repayment","(351563)"
"17","Retail","Revenue - Retail Sales New York - Shampoo","40985"
"17","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2848"
"17","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3201"
"17","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4454"
"17","Retail","Revenue - Retail Sales Chicago - Mouthwash","7950"
"17","Retail","Revenue - Retail Sales Chicago - Body Wash","9471"
"17","Retail","Revenue - Retail Sales Chicago - Shampoo","11620"
"17","Services","Revenue - Service Sales Order ID: 1682","270000"
"17","Rental Expense","Cash Payment - RentalNew York","(2680)"
"17","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(858)"
"17","Rental Expense","Cash Payment - RentalDetroit","(600)"
"17","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1633)"
"17","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"17","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(1950)"
"17","Rental Expense","Cash Payment - RentalChicago","(1480)"
"16","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"16","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"16","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"16","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"16","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"16","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"16","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"16","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"16","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"16","Salary Expense","Cash Payment - Salary Expense","(19136)"
"16","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2015","(300)"
"16","Sales E Commerce","Revenue - E-Commerce Sales","16703"
"16","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3072"
"16","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3399"
"16","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4318"
"16","Retail","Revenue - Retail Sales Chicago - Mouthwash","8010"
"16","Retail","Revenue - Retail Sales Chicago - Body Wash","9075"
"16","Retail","Revenue - Retail Sales Chicago - Shampoo","10570"
"16","Interest Expense","Cash Payment - Interest - For Overdraft","(578)"
"16","Rental Expense","Cash Payment - RentalNew York","(2680)"
"16","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1551)"
"16","Rental Expense","Cash Payment - RentalDetroit","(600)"
"16","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1704)"
"16","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"16","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(2028)"
"16","Rental Expense","Cash Payment - RentalChicago","(1480)"
"15","Overdraft","","898438"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1829","(696000)"
"15","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1849","(67680)"
"15","Wholesales (B2B)","Revenue - B2B SO ID: 1309","933810"
"15","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"15","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"15","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"15","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"15","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"15","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"15","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"15","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"15","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"15","Salary Expense","Cash Payment - Salary Expense","(19136)"
"15","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2784"
"15","Overdraft","Repayment","(625000)"
"15","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3432"
"15","Overdraft","Repayment","(625000)"
"15","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4046"
"15","Retail","Revenue - Retail Sales Chicago - Mouthwash","7770"
"15","Retail","Revenue - Retail Sales Chicago - Body Wash","9273"
"15","Retail","Revenue - Retail Sales Chicago - Shampoo","11340"
"15","Interest Expense","Cash Payment - Interest - For Overdraft","(578)"
"15","Rental Expense","Cash Payment - RentalNew York","(2680)"
"15","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1548)"
"15","Rental Expense","Cash Payment - RentalDetroit","(600)"
"15","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(1775)"
